0,0,0,6878,9,0,30880,7370,195,0,2040,0,0,0,286,613,0,0,270,0,1,57,0,0,0,0,0,40922,3926,9,0,0,0,0,0,108,0,0,4,10,320,96318,0,10340,0,0,38,198,439,13,0,2735,0,4401,0,60757,0,0,0,0,0,0,6470,0,0,0,0,0,0,782,0,8387,145,2372090,311,6,2462,6567,0,142,0,0,0,0,0,0,1743,0,0,0,284,0,129,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,43,0,0,57,31153,8864,0,2314,0,1908909,0,0,1201,0,147,0,0,0,1356,0,4999,0,280395,0,0,0,0,0,0,0,0,0,126,5,14420,0,0,0,1,8900,0,0,0,0,11022,0,0,2105,0,56397,0,0,0,0,0,0,69,0,0
0,0,0,0,9,0,530,292,0,0,2425,0,0,0,6,0,0,0,0,0,5,6389,0,0,0,2672,0,2676,5715,34,0,0,2046,260002,31028,50,0,356,3,0,180,0,0,152,0,0,29,27,4005,3,0,362,0,19679,652,13988,0,0,0,0,0,0,9,0,0,0,0,0,0,80,0,0,470,0,0,40,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,0,480,0,0,0,0,0,0,0,0,0,37063,0,0,0,7460,379,0,0,0,0,0,14,74,0,59,137826,0,0,0,0,501,0,0,0,0,0,0,0,0,0,404,0,20,0,716,106,0,0,0,0,0,0,0,0,0,1186,0,0,0,9897,0,178,0,0,0,0,29562,37106,0
0,0,0,0,66,0,2930,2690,0,0,3874,0,0,0,1086,0,0,0,0,0,1,0,0,0,0,0,0,13659,1709,15,0,0,0,0,0,46,0,0,4,296,264,17442,0,261,0,0,49,113,1807,7,0,193,0,6189,0,13075,0,0,0,0,0,0,446942,0,0,0,0,172,0,189,0,0,291,0,0,40,0,447510,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,197,7,0,0,0,0,0,0,70230,0,72,0,2015,0,0,0,0,0,0,0,0,0,0,897,438,0,0,0,0,0,0,114,0,131,44,0,0,0,707,230,0,0,0,0,0,0,0,0,478,0,0,76,104,1281,0,0,0,0,0,0,0,0,0,3276,0,0,0,0,68521,0,18,0,0,0,0,129,0,0
0,0,0,0,0,0,5230,150,0,0,0,0,0,0,58,5663,0,0,20,0,0,32,0,0,0,0,0,14912,371,3,0,0,0,0,0,38,0,0,0,162,33,0,0,324,0,0,0,672,225,7,0,82,0,725,0,10962,0,0,0,0,0,0,88,0,0,0,0,0,0,181,0,12432,197,0,287,2,0,370,0,471,0,0,0,0,0,0,21472,0,0,0,2462,0,1645,0,27,0,9,0,0,0,0,0,0,0,0,24,0,0,0,0,68,0,0,0,0,0,0,0,520,244,0,0,6529,0,0,0,425,0,130,0,0,10996,12533,0,349,0,0,0,0,0,0,0,0,25,0,0,55,0,742,0,0,0,0,0,0,0,0,0,43,0,0,0,0,9392,0,0,0,0,0,0,143,0,0
0,0,0,0,0,0,13770,1302,0,0,470,0,0,0,113,0,102,0,99,0,36671,28815,0,0,0,0,0,19104,7542,68235,0,0,0,0,0,2986,0,4,1446,89,103,17919,0,1120,1015,0,3712,235,282555,14,0,304,0,11968,0,10094,0,0,0,0,0,0,655,482,0,0,136,199,856,327,0,0,320,0,0,27,38148,73170,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,67,26,22,0,0,0,0,0,14171,0,0,10,0,0,0,0,66,0,0,0,50,0,0,251,2844,811,0,1330,0,0,2172,10503,146,0,283,1165,58456,0,0,0,247,0,0,0,0,0,0,0,207,51,0,0,68,449,2868,0,0,0,0,0,0,0,0,0,138,0,0,0,22275,173385,0,9430,0,0,0,0,1876,0,0
0,0,0,0,559,0,1200,2609,155685,0,5138,0,0,0,1410,0,0,0,5779,0,4,52,0,0,0,0,0,3507,631,7,0,0,0,0,0,0,0,0,7,1254,2050,12189,0,628,0,0,26,151,10246,690,0,75,0,17642,0,1594,2137,0,0,0,0,0,14600,0,0,0,0,0,0,212,0,0,52,2504,0,5,0,1256,0,59,0,8597,0,2696,0,0,0,0,0,0,227,0,0,0,678,0,922,0,0,0,0,0,96,0,0,26,0,0,0,0,0,0,0,0,63,0,0,0,521,196,0,0,0,0,0,0,133,0,2183,89,0,0,0,2,517417,0,0,0,0,0,0,0,0,162,0,0,118,0,1672,0,0,0,0,204,0,0,0,0,785,0,0,47150,0,68809,0,32,0,0,0,0,0,0,0
0,0,0,0,274,0,0,2129,0,0,709,0,0,0,136,0,77,0,26,0,196,584,23,504,25,337,12,24641,6699,607,4542,0,0,0,0,205,0,0,66,3180,403,13429,0,2591,38,0,257,442,5593,63,0,1005,1832,7718,0,120868,0,27,0,0,0,0,20667,61,0,8903,0,1585,0,944,9796,688,6462,0,0,88,3167,19847,0,563,9756,0,0,0,129,4013,0,17,0,0,664,16,465,0,44,50,166,0,0,0,0,78,434,0,0,3939,0,122,189,0,0,0,0,5082,536,0,0,0,10021,1794,0,63086,0,0,237,546,3932,9056,942,1061,0,0,0,0,533,0,0,0,0,8706,298,0,26,691,0,0,222,426,3369,44,0,0,1310,0,517,0,0,0,2904,0,0,0,0,70996,0,140,32,612,346,0,5698,264,0
0,0,0,0,1019,0,20170,0,0,0,2540,0,0,0,194,0,37,211,56,0,137,2318,0,0,0,0,24,17180,55388,325,0,0,0,0,0,195,0,0,127,378,2213,249001,0,1779,197,0,376,568,8714,70,0,536,0,11610,0,19315,0,0,0,0,0,0,2302,0,0,0,0,5115,313,8121,0,0,767,0,0,146,4910,16328,0,262,569,0,0,0,0,0,0,0,0,0,667,0,0,0,60,634,142,0,0,0,0,19,501,0,0,103,0,245,13,0,0,0,0,0,609,0,0,36,6530,1307,0,1320,0,0,92,183,495,0,3930,445,0,0,0,715,2897,0,0,0,0,0,0,0,11,7160,0,0,2604,5938,5829,0,0,0,0,68,0,0,0,0,14180,0,0,0,0,53247,0,802,0,0,0,0,4264,0,0
0,0,0,0,0,142156,480,919,0,0,668,0,0,0,2064,0,0,0,13611,0,1,0,0,0,0,0,0,2963,492,2,0,0,0,0,0,0,0,0,3,38,687,18541,0,278,0,0,0,31,499,1600,0,87,0,3801,0,2783,4200,0,0,0,0,0,518,0,0,0,0,0,0,151,0,0,49,12128,0,7,13118,709,0,0,0,45483,0,5299,0,0,0,0,0,0,0,0,0,0,1031,0,2433,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,368,0,0,0,0,0,0,0,0,276,58,0,0,0,0,752975,0,0,0,0,0,0,0,0,0,0,0,29,0,2107,0,0,0,0,177,0,0,0,0,16605,0,0,82025,0,16605,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1880,83,0,0,1780,0,0,0,15,0,0,0,0,0,0,21,0,0,0,0,0,6688,496,1,0,0,0,37686,0,0,0,0,0,5,4,677,0,529,3,0,0,35,101,0,32,42,0,1725,99,4291,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1007,0,0,0,0,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314,0,389,0,0,0,2746,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,64931,0,0,0,0,0,0,0,0,0,0,0,0,2599,190,0,0,0,0,0,0,0,0,0,112009,21030,0,0,0,0,0,0,0,0,0,4729,3243,0
